πιάνουν	3
βασίλισσα	3
ταιριάζει	3
νοιώθω	3
ξεκίνησαν	3
θεϊκή	3
πουλί	3
σίδερο	3
εκδικήτρα	3
πουλιών	3
πλοίων	3
δεξί	3
μεριά	3
ψάλλετε	3
στρατός	3
πύργων	3
ταγαθά	3
θ	3
γέννες	3
γιομάτα	3
καράβια	3
πολύν	3
ζητήση	3
θυσία	3
αρέση	3
μπορέσω	3
βάρος	3
τρίτο	3
ύπνο	3
μάντη	3
πείνα	3
δεμένος	3
άνθος	3
παρθενικό	3
άθλιο	3
καραβιών	3
βάσταξε	3
πέπλους	3
ζουγραφιά	3
γενή	3
άρχοντας	3
ελπίδες	3
έβγη	3
μπόρειε	3
μηνυτής	3
ανάβοντας	3
κάμπους	3
φωλιά	3
πέφτοντας	3
κεραυνός	3
φαντάζομαι	3
βουή	3
όποιον	3
λαχνό	3
κακός	3
πόθος	3
τάλλο	3
μένη	3
άκου	3
δω	3
πρωτο	3
τολμήση	3
πατήση	3
αργά	3
θαρθή	3
βωμό	3
κακού	3
φαντάζει	3
ολόγυρα	3
κεφάλια	3
παλάτι	3
ατιμία	3
σβύνει	3
κάκου	3
αργεί	3
βασιλεύει	3
κείνους	3
κορμιά	3
δικούς	3
άξιζε	3
βαρύς	3
μαύρο	3
περιμένει	3
καμιά	3
γένω	3
βίο	3
αληθινή	3
κρίση	3
φυσικό	3
άργους	3
χώματα	3
κήρυκα	3
έρχεται	3
τιμές	3
δάμασε	3
πόνος	3
έρχουνται	3
δροσιά	3
μεσημερνές	3
φέρνη	3
ακούη	3
παρ	3
πήγαινε	3
πε	3
βρη	3
πιστή	3
άκουσες	3
θρέφει	3
στράτευμα	3
όψη	3
θάλασσας	3
εχάθη	3
πάσα	3
δευτερο	3
όχθες	3
πολιτών	3
λιοντάρι	3
αχόρταγη	3
μοιάζουν	3
άραχλα	3
πλούτου	3
μέτρο	3
δείχνει	3
χάρου	3
βάθη	3
τούτα	3
πρόθυμος	3
κοινή	3
φύγη	3
κάθεται	3
όσες	3
πεθάνη	3
βρίσκεται	3
τιμή	3
χρέος	3
σπιτιών	3
ξέρε	3
θέλημά	3
σταλήθεια	3
φάδια	3
δρόμους	3
ρίζα	3
τριτο	3
λογισμούς	3
εύχομαι	3
απάνω	3
χυθή	3
γίνης	3
έδρα	3
άξιο	3
τόχω	3
ταλαίπωρη	3
κάνε	3
θρήνοι	3
χάνεις	3
μοιάζει	3
σκύλλα	3
μάρτυρες	3
βρέφη	3
χρειάζονται	3
βοήθεια	3
αθλία	3
χρησμούς	3
βρόχια	3
φέρουν	3
άνομο	3
εαυτού	3
κλάματα	3
κορμί	3
δίκοπο	3
άθλια	3
πάρα	3
ταχιά	3
καθείς	3
βλέπετε	3
ομοίους	3
δικοί	3
φαίνονται	3
σκοτώση	3
αγαμέμνονα	3
βγάζει	3
βάλη	3
γραφτό	3
θάνατό	3
τελευταία	3
νικήση	3
μπορέση	3
έργο	3
αρχύτερα	3
βουλή	3
σκοπού	3
ενάντια	3
αγώνας	3
πεσμένος	3
ξέρης	3
νεκρός	3
εξουσία	3
πας	3
καυχιέται	3
παλιά	3
δόλια	3
μορφή	3
παλιός	3
αρχαία	3
χτύπο	3
εσκότωσες	3
έπεσε	3
μανία	3
άθλιος	3
όλ	3
εσχεδίασες	3
ήμουν	3
σκότωσε	3
δέχομαι	3
θελήσης	3
συγγραφέων	3
φέξη	3
αριστοφάνης	3
στοιχείον	3
φοβερά	3
πρύμνα	3
παράπονο	3
αλόγων	3
πολιούχοι	3
α΄	3
βροντούν	3
β΄	3
ελάτε	3
γκέμια	3
σωτηρία	3
δέσποινα	3
αρμάτων	3
γένη	3
απόλλωνα	3
επεισοδιο	3
ανάμεσό	3
δόντια	3
κύματα	3
θάρρη	3
φοβάσαι	3
πάθω	3
μεγάλους	3
στρέφοντας	3
περήφανο	3
δουλεμένο	3
γυιό	3
πατρίδας	3
όμοια	3
χρυσά	3
τέτοιον	3
